"Category","Series 1"
"Staatkundig Gereformeerde Partij (SGP)",1024
"VVD",840
"PVV (Partij voor de Vrijheid)",832
"Christen Democratisch Appèl (CDA)",695
"Partij van de Arbeid (P.v.d.A.)",595
"ChristenUnie",390
"SP (Socialistische Partij)",376
"Democraten 66 (D66)",127
"GROENLINKS",114
"Partij voor de Dieren",58
"TROTS OP NEDERLAND LIJST RITA VERDONK",28
"Partij voor Mens en Spirit (MenS)",7
"Nieuw Nederland",3
"Piratenpartij",2
"Lijst 17",1
