"Category","Series 1"
"Christen Democratisch Appèl (CDA)",5662
"VVD",4985
"Partij van de Arbeid (P.v.d.A.)",4102
"PVV (Partij voor de Vrijheid)",2625
"SP (Socialistische Partij)",1726
"Democraten 66 (D66)",1314
"GROENLINKS",813
"ChristenUnie",278
"Partij voor de Dieren",162
"TROTS OP NEDERLAND LIJST RITA VERDONK",126
"Staatkundig Gereformeerde Partij (SGP)",48
"Partij voor Mens en Spirit (MenS)",41
"Lijst 17",15
"Piratenpartij",13
"Nieuw Nederland",3
"Heel NL",2
"Partij TTn",1
