"Category","Series 1"
"VVD",461
"Partij van de Arbeid (P.v.d.A.)",137
"Democraten 66 (D66)",117
"Christen Democratisch Appèl (CDA)",116
"GROENLINKS",81
"PVV (Partij voor de Vrijheid)",75
"SP (Socialistische Partij)",34
"Partij voor de Dieren",14
"ChristenUnie",12
"Partij voor Mens en Spirit (MenS)",5
"Staatkundig Gereformeerde Partij (SGP)",4
"TROTS OP NEDERLAND LIJST RITA VERDONK",2
"Heel NL",1
"Lijst 17",1
