"Category","Series 1"
"VVD",1604
"Christen Democratisch Appèl (CDA)",1461
"PVV (Partij voor de Vrijheid)",888
"Partij van de Arbeid (P.v.d.A.)",626
"SP (Socialistische Partij)",359
"ChristenUnie",296
"Democraten 66 (D66)",281
"GROENLINKS",241
"Staatkundig Gereformeerde Partij (SGP)",170
"TROTS OP NEDERLAND LIJST RITA VERDONK",50
"Partij voor de Dieren",48
"Partij voor Mens en Spirit (MenS)",10
"Lijst 17",4
"Piratenpartij",2
"Heel NL",1
"Nieuw Nederland",1
"Partij TTn",1
