"Category","Series 1"
"PVV (Partij voor de Vrijheid)",14806
"Partij van de Arbeid (P.v.d.A.)",13940
"VVD",9463
"SP (Socialistische Partij)",7039
"Christen Democratisch Appèl (CDA)",6964
"Democraten 66 (D66)",5044
"GROENLINKS",5026
"Partij voor de Dieren",986
"ChristenUnie",465
"TROTS OP NEDERLAND LIJST RITA VERDONK",429
"Partij voor Mens en Spirit (MenS)",235
"Piratenpartij",75
"Lijst 17",50
"Staatkundig Gereformeerde Partij (SGP)",46
"Partij TTn",17
"Nieuw Nederland",13
"Heel NL",10
