"Category","Series 1"
"VVD",4688
"PVV (Partij voor de Vrijheid)",3796
"Christen Democratisch Appèl (CDA)",3549
"Partij van de Arbeid (P.v.d.A.)",2894
"SP (Socialistische Partij)",2649
"Democraten 66 (D66)",951
"GROENLINKS",890
"ChristenUnie",553
"Partij voor de Dieren",308
"TROTS OP NEDERLAND LIJST RITA VERDONK",184
"Staatkundig Gereformeerde Partij (SGP)",77
"Partij voor Mens en Spirit (MenS)",45
"Piratenpartij",14
"Lijst 17",9
"Partij TTn",3
"Nieuw Nederland",2
