"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",2297
"VVD",1534
"SP (Socialistische Partij)",1372
"PVV (Partij voor de Vrijheid)",1276
"Christen Democratisch Appèl (CDA)",1065
"GROENLINKS",586
"Democraten 66 (D66)",396
"ChristenUnie",350
"Partij voor de Dieren",113
"TROTS OP NEDERLAND LIJST RITA VERDONK",46
"Partij voor Mens en Spirit (MenS)",28
"Staatkundig Gereformeerde Partij (SGP)",22
"Piratenpartij",9
"Evangelische Partij Nederland",3
"Lijst 17",3
"Nieuw Nederland",1
