"Category","Series 1"
"VVD",2660
"Christen Democratisch Appèl (CDA)",2219
"PVV (Partij voor de Vrijheid)",1544
"Partij van de Arbeid (P.v.d.A.)",1504
"ChristenUnie",836
"SP (Socialistische Partij)",789
"Staatkundig Gereformeerde Partij (SGP)",688
"Democraten 66 (D66)",563
"GROENLINKS",503
"Partij voor de Dieren",115
"TROTS OP NEDERLAND LIJST RITA VERDONK",57
"Partij voor Mens en Spirit (MenS)",23
"Piratenpartij",8
"Lijst 17",6
"Partij TTn",4
"Heel NL",1
