"Category","Series 1"
"VVD",10025
"Christen Democratisch Appèl (CDA)",4836
"PVV (Partij voor de Vrijheid)",4812
"Partij van de Arbeid (P.v.d.A.)",3440
"Democraten 66 (D66)",2128
"SP (Socialistische Partij)",1781
"ChristenUnie",1693
"GROENLINKS",1445
"Partij voor de Dieren",351
"Staatkundig Gereformeerde Partij (SGP)",286
"TROTS OP NEDERLAND LIJST RITA VERDONK",183
"Partij voor Mens en Spirit (MenS)",54
"Piratenpartij",30
"Lijst 17",24
"Partij TTn",8
"Nieuw Nederland",6
"Heel NL",3
