"Category","Series 1"
"VVD",3025
"PVV (Partij voor de Vrijheid)",2570
"Christen Democratisch Appèl (CDA)",2337
"Partij van de Arbeid (P.v.d.A.)",1904
"SP (Socialistische Partij)",1546
"Democraten 66 (D66)",697
"GROENLINKS",578
"Partij voor de Dieren",176
"TROTS OP NEDERLAND LIJST RITA VERDONK",125
"ChristenUnie",97
"Staatkundig Gereformeerde Partij (SGP)",67
"Partij voor Mens en Spirit (MenS)",38
"Piratenpartij",14
"Lijst 17",8
"Partij TTn",5
"Heel NL",3
