"Category","Series 1"
"VVD",4895
"Christen Democratisch Appèl (CDA)",2146
"Partij van de Arbeid (P.v.d.A.)",2049
"PVV (Partij voor de Vrijheid)",1923
"Democraten 66 (D66)",1184
"SP (Socialistische Partij)",949
"GROENLINKS",839
"ChristenUnie",277
"Partij voor de Dieren",185
"TROTS OP NEDERLAND LIJST RITA VERDONK",89
"Staatkundig Gereformeerde Partij (SGP)",77
"Partij voor Mens en Spirit (MenS)",49
"Piratenpartij",14
"Lijst 17",4
"Nieuw Nederland",2
"Partij TTn",1
