"Category","Series 1"
"VVD",1558
"PVV (Partij voor de Vrijheid)",1161
"Partij van de Arbeid (P.v.d.A.)",1077
"SP (Socialistische Partij)",443
"Democraten 66 (D66)",363
"GROENLINKS",361
"Christen Democratisch Appèl (CDA)",323
"ChristenUnie",90
"Partij voor de Dieren",83
"TROTS OP NEDERLAND LIJST RITA VERDONK",54
"Partij voor Mens en Spirit (MenS)",16
"Staatkundig Gereformeerde Partij (SGP)",14
"Piratenpartij",8
"Lijst 17",3
"Nieuw Nederland",2
"Heel NL",1
"Partij TTn",1
