"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",16057
"VVD",12226
"Democraten 66 (D66)",9585
"PVV (Partij voor de Vrijheid)",9071
"GROENLINKS",7934
"SP (Socialistische Partij)",5881
"Christen Democratisch Appèl (CDA)",4451
"Partij voor de Dieren",1354
"ChristenUnie",1276
"TROTS OP NEDERLAND LIJST RITA VERDONK",210
"Staatkundig Gereformeerde Partij (SGP)",200
"Partij voor Mens en Spirit (MenS)",156
"Piratenpartij",133
"Lijst 17",84
"Partij TTn",29
"Nieuw Nederland",23
"Heel NL",17
