"Category","Series 1"
"PVV (Partij voor de Vrijheid)",3054
"Christen Democratisch Appèl (CDA)",2714
"VVD",2686
"Partij van de Arbeid (P.v.d.A.)",2640
"SP (Socialistische Partij)",1657
"GROENLINKS",728
"Democraten 66 (D66)",527
"Partij voor de Dieren",182
"TROTS OP NEDERLAND LIJST RITA VERDONK",151
"ChristenUnie",113
"Partij voor Mens en Spirit (MenS)",30
"Staatkundig Gereformeerde Partij (SGP)",24
"Piratenpartij",17
"Lijst 17",14
"Nieuw Nederland",5
"Partij TTn",4
