"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",237
"VVD",201
"Christen Democratisch Appèl (CDA)",144
"GROENLINKS",84
"Democraten 66 (D66)",72
"SP (Socialistische Partij)",64
"PVV (Partij voor de Vrijheid)",52
"ChristenUnie",32
"Partij voor de Dieren",16
"Staatkundig Gereformeerde Partij (SGP)",4
"TROTS OP NEDERLAND LIJST RITA VERDONK",3
"Partij voor Mens en Spirit (MenS)",2
"Lijst 17",1
