"Category","Series 1"
"Christen Democratisch Appèl (CDA)",2214
"VVD",1791
"SP (Socialistische Partij)",1439
"PVV (Partij voor de Vrijheid)",1418
"Partij van de Arbeid (P.v.d.A.)",1160
"Democraten 66 (D66)",409
"GROENLINKS",347
"TROTS OP NEDERLAND LIJST RITA VERDONK",74
"Partij voor de Dieren",72
"ChristenUnie",47
"Partij voor Mens en Spirit (MenS)",15
"Lijst 17",7
"Piratenpartij",7
"Heel NL",1
"Staatkundig Gereformeerde Partij (SGP)",1
