"Category","Series 1"
"VVD",8318
"Partij van de Arbeid (P.v.d.A.)",4178
"PVV (Partij voor de Vrijheid)",3758
"Christen Democratisch Appèl (CDA)",3358
"Democraten 66 (D66)",2336
"SP (Socialistische Partij)",1799
"GROENLINKS",1689
"ChristenUnie",896
"Partij voor de Dieren",405
"Staatkundig Gereformeerde Partij (SGP)",328
"TROTS OP NEDERLAND LIJST RITA VERDONK",130
"Partij voor Mens en Spirit (MenS)",128
"Piratenpartij",36
"Lijst 17",23
"Partij TTn",11
"Heel NL",6
"Nieuw Nederland",2
