"Category","Series 1"
"VVD",2811
"Christen Democratisch Appèl (CDA)",2125
"PVV (Partij voor de Vrijheid)",1546
"Partij van de Arbeid (P.v.d.A.)",1467
"SP (Socialistische Partij)",888
"Democraten 66 (D66)",779
"Staatkundig Gereformeerde Partij (SGP)",621
"ChristenUnie",514
"GROENLINKS",511
"Partij voor de Dieren",129
"TROTS OP NEDERLAND LIJST RITA VERDONK",81
"Partij voor Mens en Spirit (MenS)",27
"Lijst 17",16
"Piratenpartij",7
"Nieuw Nederland",2
"Partij TTn",1
