"Category","Series 1"
"Christen Democratisch Appèl (CDA)",5969
"PVV (Partij voor de Vrijheid)",2814
"Partij van de Arbeid (P.v.d.A.)",2624
"ChristenUnie",2153
"VVD",2110
"SP (Socialistische Partij)",1452
"Staatkundig Gereformeerde Partij (SGP)",690
"GROENLINKS",478
"Democraten 66 (D66)",460
"TROTS OP NEDERLAND LIJST RITA VERDONK",148
"Partij voor de Dieren",140
"Partij voor Mens en Spirit (MenS)",19
"Piratenpartij",15
"Lijst 17",6
"Nieuw Nederland",4
"Heel NL",3
"Partij TTn",2
