"Category","Series 1"
"VVD",4624
"Christen Democratisch Appèl (CDA)",3248
"PVV (Partij voor de Vrijheid)",2505
"Partij van de Arbeid (P.v.d.A.)",1788
"SP (Socialistische Partij)",1168
"Democraten 66 (D66)",1066
"GROENLINKS",841
"ChristenUnie",187
"Partij voor de Dieren",180
"TROTS OP NEDERLAND LIJST RITA VERDONK",116
"Staatkundig Gereformeerde Partij (SGP)",46
"Partij voor Mens en Spirit (MenS)",33
"Lijst 17",15
"Piratenpartij",14
"Nieuw Nederland",3
"Partij TTn",3
"Heel NL",2
