"Category","Series 1"
"Staatkundig Gereformeerde Partij (SGP)",1954
"ChristenUnie",1880
"Christen Democratisch Appèl (CDA)",1797
"VVD",1488
"PVV (Partij voor de Vrijheid)",1315
"Partij van de Arbeid (P.v.d.A.)",1180
"SP (Socialistische Partij)",539
"GROENLINKS",224
"Democraten 66 (D66)",197
"Partij voor de Dieren",65
"TROTS OP NEDERLAND LIJST RITA VERDONK",40
"Partij voor Mens en Spirit (MenS)",11
"Heel NL",6
"Piratenpartij",5
"Lijst 17",4
"Nieuw Nederland",3
"Partij TTn",1
