"Category","Series 1"
"Staatkundig Gereformeerde Partij (SGP)",3426
"PVV (Partij voor de Vrijheid)",2041
"VVD",1938
"Partij van de Arbeid (P.v.d.A.)",1932
"Christen Democratisch Appèl (CDA)",1679
"ChristenUnie",616
"SP (Socialistische Partij)",582
"Democraten 66 (D66)",358
"GROENLINKS",258
"Partij voor de Dieren",75
"TROTS OP NEDERLAND LIJST RITA VERDONK",54
"Partij voor Mens en Spirit (MenS)",15
"Piratenpartij",7
"Lijst 17",3
"Heel NL",2
"Partij TTn",2
