"Category","Series 1"
"VVD",8888
"PVV (Partij voor de Vrijheid)",8867
"Partij van de Arbeid (P.v.d.A.)",7234
"Christen Democratisch Appèl (CDA)",6098
"SP (Socialistische Partij)",4666
"Democraten 66 (D66)",2114
"GROENLINKS",1908
"Partij voor de Dieren",463
"TROTS OP NEDERLAND LIJST RITA VERDONK",323
"ChristenUnie",292
"Partij voor Mens en Spirit (MenS)",91
"Staatkundig Gereformeerde Partij (SGP)",37
"Piratenpartij",32
"Lijst 17",25
"Partij TTn",16
"Heel NL",12
"Nieuw Nederland",6
