"Category","Series 1"
"VVD",16720
"Partij van de Arbeid (P.v.d.A.)",15401
"PVV (Partij voor de Vrijheid)",14356
"SP (Socialistische Partij)",10209
"Christen Democratisch Appèl (CDA)",8228
"Democraten 66 (D66)",6761
"GROENLINKS",6364
"Partij voor de Dieren",1053
"ChristenUnie",620
"TROTS OP NEDERLAND LIJST RITA VERDONK",549
"Partij voor Mens en Spirit (MenS)",265
"Piratenpartij",110
"Lijst 17",65
"Staatkundig Gereformeerde Partij (SGP)",51
"Partij TTn",21
"Heel NL",16
"Nieuw Nederland",9
