"Category","Series 1"
"VVD",3130
"Partij van de Arbeid (P.v.d.A.)",2534
"PVV (Partij voor de Vrijheid)",2367
"Christen Democratisch Appèl (CDA)",2231
"SP (Socialistische Partij)",1330
"GROENLINKS",646
"Democraten 66 (D66)",606
"ChristenUnie",220
"Partij voor de Dieren",166
"TROTS OP NEDERLAND LIJST RITA VERDONK",152
"Staatkundig Gereformeerde Partij (SGP)",102
"Partij voor Mens en Spirit (MenS)",26
"Piratenpartij",11
"Lijst 17",10
"Nieuw Nederland",1
