"Category","Series 1"
"VVD",7164
"Partij van de Arbeid (P.v.d.A.)",4481
"Christen Democratisch Appèl (CDA)",3103
"Democraten 66 (D66)",2794
"PVV (Partij voor de Vrijheid)",2788
"GROENLINKS",2286
"SP (Socialistische Partij)",1959
"ChristenUnie",867
"Staatkundig Gereformeerde Partij (SGP)",746
"Partij voor de Dieren",417
"Partij voor Mens en Spirit (MenS)",113
"TROTS OP NEDERLAND LIJST RITA VERDONK",104
"Piratenpartij",22
"Lijst 17",18
"Partij TTn",4
"Heel NL",3
"Nieuw Nederland",1
