"Category","Series 1"
"PVV (Partij voor de Vrijheid)",2752
"Christen Democratisch Appèl (CDA)",2075
"VVD",1929
"Partij van de Arbeid (P.v.d.A.)",1513
"SP (Socialistische Partij)",1044
"Democraten 66 (D66)",603
"GROENLINKS",540
"Partij voor de Dieren",168
"TROTS OP NEDERLAND LIJST RITA VERDONK",81
"ChristenUnie",75
"Partij voor Mens en Spirit (MenS)",50
"Nieuw Nederland",15
"Piratenpartij",6
"Staatkundig Gereformeerde Partij (SGP)",6
"Lijst 17",2
"Partij TTn",2
"Heel NL",1
