"Category","Series 1"
"Christen Democratisch Appèl (CDA)",938
"VVD",872
"PVV (Partij voor de Vrijheid)",715
"SP (Socialistische Partij)",555
"Partij van de Arbeid (P.v.d.A.)",483
"Democraten 66 (D66)",188
"GROENLINKS",135
"Partij voor de Dieren",31
"TROTS OP NEDERLAND LIJST RITA VERDONK",31
"ChristenUnie",20
"Partij voor Mens en Spirit (MenS)",6
"Piratenpartij",6
"Lijst 17",5
"Staatkundig Gereformeerde Partij (SGP)",3
