"Category","Series 1"
"PVV (Partij voor de Vrijheid)",2852
"Christen Democratisch Appèl (CDA)",2030
"VVD",2010
"Partij van de Arbeid (P.v.d.A.)",1882
"SP (Socialistische Partij)",1501
"GROENLINKS",641
"Democraten 66 (D66)",637
"Partij voor de Dieren",183
"TROTS OP NEDERLAND LIJST RITA VERDONK",108
"ChristenUnie",69
"Partij voor Mens en Spirit (MenS)",37
"Piratenpartij",10
"Lijst 17",9
"Staatkundig Gereformeerde Partij (SGP)",9
"Heel NL",5
"Nieuw Nederland",4
"Partij TTn",4
