"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",4431
"Christen Democratisch Appèl (CDA)",4427
"VVD",2546
"SP (Socialistische Partij)",2076
"PVV (Partij voor de Vrijheid)",2051
"ChristenUnie",1192
"GROENLINKS",1153
"Democraten 66 (D66)",770
"Partij voor de Dieren",165
"Staatkundig Gereformeerde Partij (SGP)",126
"Partij voor Mens en Spirit (MenS)",72
"TROTS OP NEDERLAND LIJST RITA VERDONK",69
"Piratenpartij",12
"Evangelische Partij Nederland",9
"Lijst 17",8
"Partij TTn",1
