"Category","Series 1"
"VVD",3748
"Christen Democratisch Appèl (CDA)",2708
"PVV (Partij voor de Vrijheid)",1889
"Partij van de Arbeid (P.v.d.A.)",1725
"SP (Socialistische Partij)",1080
"GROENLINKS",769
"Democraten 66 (D66)",768
"Partij voor de Dieren",180
"TROTS OP NEDERLAND LIJST RITA VERDONK",149
"ChristenUnie",78
"Partij voor Mens en Spirit (MenS)",47
"Lijst 17",17
"Piratenpartij",14
"Staatkundig Gereformeerde Partij (SGP)",13
"Heel NL",4
"Partij TTn",3
"Nieuw Nederland",1
