"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",5258
"VVD",4216
"Christen Democratisch Appèl (CDA)",3361
"PVV (Partij voor de Vrijheid)",2309
"SP (Socialistische Partij)",1859
"GROENLINKS",1246
"Democraten 66 (D66)",956
"ChristenUnie",814
"Partij voor de Dieren",207
"TROTS OP NEDERLAND LIJST RITA VERDONK",167
"Staatkundig Gereformeerde Partij (SGP)",75
"Partij voor Mens en Spirit (MenS)",55
"Lijst 17",16
"Piratenpartij",13
"Nieuw Nederland",5
"Heel NL",4
"Partij TTn",1
