"Category","Series 1"
"VVD",4820
"Partij van de Arbeid (P.v.d.A.)",4288
"PVV (Partij voor de Vrijheid)",3675
"Christen Democratisch Appèl (CDA)",2911
"SP (Socialistische Partij)",2292
"GROENLINKS",1684
"Democraten 66 (D66)",1537
"Partij voor de Dieren",356
"ChristenUnie",313
"TROTS OP NEDERLAND LIJST RITA VERDONK",166
"Partij voor Mens en Spirit (MenS)",78
"Piratenpartij",29
"Staatkundig Gereformeerde Partij (SGP)",20
"Lijst 17",19
"Nieuw Nederland",7
"Partij TTn",4
