"Category","Series 1"
"VVD",1596
"PVV (Partij voor de Vrijheid)",1317
"Christen Democratisch Appèl (CDA)",1102
"Partij van de Arbeid (P.v.d.A.)",1022
"Staatkundig Gereformeerde Partij (SGP)",786
"SP (Socialistische Partij)",424
"Democraten 66 (D66)",263
"ChristenUnie",240
"GROENLINKS",218
"Partij voor de Dieren",66
"TROTS OP NEDERLAND LIJST RITA VERDONK",29
"Partij voor Mens en Spirit (MenS)",12
"Lijst 17",8
"Piratenpartij",3
"Partij TTn",2
"Heel NL",1
"Nieuw Nederland",1
