"Category","Series 1"
"VVD",6127
"Partij van de Arbeid (P.v.d.A.)",3300
"Democraten 66 (D66)",2218
"PVV (Partij voor de Vrijheid)",1938
"Christen Democratisch Appèl (CDA)",1894
"GROENLINKS",1524
"SP (Socialistische Partij)",1242
"ChristenUnie",314
"Partij voor de Dieren",287
"Partij voor Mens en Spirit (MenS)",73
"TROTS OP NEDERLAND LIJST RITA VERDONK",66
"Staatkundig Gereformeerde Partij (SGP)",47
"Lijst 17",21
"Piratenpartij",18
"Nieuw Nederland",9
"Partij TTn",6
