"Category","Series 1"
"Christen Democratisch Appèl (CDA)",4992
"PVV (Partij voor de Vrijheid)",4398
"VVD",4221
"SP (Socialistische Partij)",3703
"Partij van de Arbeid (P.v.d.A.)",3459
"Democraten 66 (D66)",1150
"GROENLINKS",1056
"Partij voor de Dieren",186
"TROTS OP NEDERLAND LIJST RITA VERDONK",152
"ChristenUnie",119
"Partij voor Mens en Spirit (MenS)",60
"Lijst 17",24
"Piratenpartij",18
"Staatkundig Gereformeerde Partij (SGP)",13
"Heel NL",6
"Partij TTn",3
"Nieuw Nederland",2
