"Category","Series 1"
"SP (Socialistische Partij)",3001
"VVD",2429
"Partij van de Arbeid (P.v.d.A.)",2393
"Christen Democratisch Appèl (CDA)",2253
"PVV (Partij voor de Vrijheid)",2083
"Democraten 66 (D66)",769
"GROENLINKS",670
"Partij voor de Dieren",127
"TROTS OP NEDERLAND LIJST RITA VERDONK",75
"ChristenUnie",47
"Partij voor Mens en Spirit (MenS)",22
"Piratenpartij",16
"Lijst 17",15
"Heel NL",2
"Partij TTn",2
"Staatkundig Gereformeerde Partij (SGP)",2
