"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",23924
"GROENLINKS",13997
"VVD",13068
"SP (Socialistische Partij)",12724
"PVV (Partij voor de Vrijheid)",11131
"Democraten 66 (D66)",10515
"Christen Democratisch Appèl (CDA)",7879
"Partij voor de Dieren",1337
"ChristenUnie",972
"Partij voor Mens en Spirit (MenS)",301
"TROTS OP NEDERLAND LIJST RITA VERDONK",270
"Lijst 17",128
"Piratenpartij",127
"Staatkundig Gereformeerde Partij (SGP)",59
"Partij TTn",19
"Nieuw Nederland",15
"Heel NL",10
