"Category","Series 1"
"VVD",4115
"Partij van de Arbeid (P.v.d.A.)",2433
"PVV (Partij voor de Vrijheid)",1888
"Christen Democratisch Appèl (CDA)",1816
"Democraten 66 (D66)",1385
"GROENLINKS",1110
"SP (Socialistische Partij)",1016
"ChristenUnie",544
"Partij voor de Dieren",232
"Staatkundig Gereformeerde Partij (SGP)",109
"TROTS OP NEDERLAND LIJST RITA VERDONK",58
"Partij voor Mens en Spirit (MenS)",37
"Piratenpartij",20
"Lijst 17",6
"Heel NL",5
"Nieuw Nederland",5
"Partij TTn",3
