"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",4421
"VVD",3177
"PVV (Partij voor de Vrijheid)",2180
"Christen Democratisch Appèl (CDA)",1881
"SP (Socialistische Partij)",1544
"GROENLINKS",825
"Democraten 66 (D66)",726
"ChristenUnie",568
"Partij voor de Dieren",197
"TROTS OP NEDERLAND LIJST RITA VERDONK",96
"Partij voor Mens en Spirit (MenS)",67
"Staatkundig Gereformeerde Partij (SGP)",50
"Piratenpartij",11
"Nieuw Nederland",7
"Heel NL",2
"Lijst 17",2
