"Category","Series 1"
"Partij van de Arbeid (P.v.d.A.)",2244
"Christen Democratisch Appèl (CDA)",1566
"VVD",1298
"SP (Socialistische Partij)",985
"PVV (Partij voor de Vrijheid)",865
"GROENLINKS",508
"Democraten 66 (D66)",364
"ChristenUnie",266
"Partij voor de Dieren",75
"Staatkundig Gereformeerde Partij (SGP)",28
"TROTS OP NEDERLAND LIJST RITA VERDONK",20
"Partij voor Mens en Spirit (MenS)",14
"Piratenpartij",7
"Lijst 17",3
"Nieuw Nederland",3
"Evangelische Partij Nederland",2
"Partij TTn",1
