"Category","Series 1"
"PVV (Partij voor de Vrijheid)",6088
"Christen Democratisch Appèl (CDA)",3818
"VVD",2576
"Partij van de Arbeid (P.v.d.A.)",2527
"SP (Socialistische Partij)",2172
"GROENLINKS",940
"Democraten 66 (D66)",625
"Partij voor de Dieren",302
"ChristenUnie",119
"TROTS OP NEDERLAND LIJST RITA VERDONK",116
"Partij voor Mens en Spirit (MenS)",79
"Piratenpartij",17
"Lijst 17",10
"Staatkundig Gereformeerde Partij (SGP)",9
"Heel NL",5
"Partij TTn",3
"Nieuw Nederland",2
